dsc_item,n
"REFRIGERANTE DE LARANJA 2 LITROS - REFRIGERANTE EM GARRAFA DESCARTAVEL DE 2000ML. SABOR LARANJA - AGUA GASEIFICADA , ACUCAR, SUCO NATURAL DE LARANJA, 10%, AROMAARTIFICIAL, ACIDULANTE INS 330, CONSERVADOR INS 211, ESTABILIZANTES INS 444 E INS480, CORANTE ARTIFICIAL INS 110. NAO CONTEM GLUTEN, NAO ALCOOLICO.",1
"REFRIGERANTE DE LIMAO: AGUA GASEIFICADA, ACUCAR, SUCO CONCENTRADO, DE LIMAO, AROMA NATURAL, ACIDULANTE ACIDO CITRICO, CONSERVADORES BENZOATO DE SODIO E SORBATO DE POTASSIO. NAO CONTEM GLUTEN. VALOR ENERGETICO PORCAO DE 200 ML, 83 KL, ACUCARES 21G, GORDURAS TOTAIS 0G. GORDURAS SATURADAS 0G, SODIO 15MG, 2,5% DE SUCO. PET DE 02 LITROS. REFERENCIA: REFERENCIA: SODA, SPRITE, OU DE  MELHOR QUALIDADE .",1
"REFRIGERANTE INGREDIENTES: AGUA GAZEIFICADA, ACUCAR, EXTRATO DE NOZ DE COLA, CAFEINA, CORANTE CARAME",1
"REFRIGERANTE SABOR GUARANA 2 LT FD C/ 06 UNID. COMP: AGUA GAZEIFICADA EXTRATO VEGETAL DE GUARANA AROMA NATURAL CONSERVADOR INS 211,ACIDULANTE 330 CORANTE INS 150D EDULCORANTES ARTIFICIAIS ASCARINA SODICA 16,0MG E CICLAMATA DE SODIO 69,7MG GELADO.",1
"REFRIGERANTE SABOR GUARANA EM GARRAFA PET 02 LITROS SABOR GUARANA POSSUIR OS SEGUINTES INGREDIENTES: AGUA GASEIFICADA, ACUCAR, EXTRATO DE GUARANA, ACIDULANTE, ACIDO CITRICO, AROMATIZANTE, CORANTE CARAMELO IV,  CONSERVADORES SORBATO DE POTASSIO E BENZOATO DE SODIO,  E PARA UMA PORCAO DE 200ML POSSUIR EM SUA COMPOSICAO O LIMITE MAXIMO DE 11MG DE SODIO, E MINIMO DE 20G DE ACUCARES. MARCA SUGERIDA: ANTARTICA OU SIMILAR EM QUALIDADE APRESENTAR AMOSTRA NO PREGAO.",1
"REFRIGERANTE TIPO GUARANA - 02 LITROS - REFRIGERANTE EM GARRAFA PET  TIPO: GUARANA. EMBALAGEM COM 02 LITROS  AGUA GASEIFICADA COM AROMA NATURAL DE GUARANA, NAO ALCOOLICO.",1
"REFRIGERANTE ZERO ACUCAR A BASE DE EXTRATO DE COLA- COMPOSTO DE GUARANA, AGUA GASEFICADA, ADOCANTES, ISENTO DE CORANTES ARTIFICIAIS, LIVRE DE SUJIDADES, PARASITAS E LARVRAS, CONDICIONADO EM GARRAFAS PET COM TAMPA DEROSA.",1
REGISTRO DE AGUA DA CUSPIDEIRA,1
"REGISTRO DE GAVETA BRUTO, LATAO, ROSCAVEL, 2, INSTALADO EM RESERVACAO DE AGUA DE EDIFICACAO",1
REMOVER INSTALAR MANGA EIXO  / KOMBI AGUA,1
REPARO BOMBA D'AGUA - CAMINHAO MERCEDES 1214 OM 366 ANO 93/93,1
REPARO BOMBA D'AGUA.L10 - LOTE 07,1
REPARO DA BOMBA D'AGUA*,1
"REQUEIJAO CREMOSO POTE 500G.CREME DE LEITE, SORO DE LEITE, CASEINATO DE CALCIO, AGUA, SAL, CLORETO DE CALCIO, FERMENTOS LACTEOS, ENZIMA PROTEASE, ESTABILIZANTES POLIFOSFATO DE SODIO E DIFOSFATO DE SODIO, CONSERVANTE SORBATO DE POTASSIO. NAO CONTEM GL",1
RESERV.AGUA RADIADOR HLF8198,1
RESERVATORIO AGUA RAD. LOTE 33,1
RESERVATORIO AGUA RADIADOR VW UP 2014 RESERVATORIO AGUA RADIADOR  VW UP! 2014,1
RESERVATORIO AGUA-SPRINTER 313,1
"RESERVATORIO CAIXA D AGUA CILINDRO VERTICAL COM FUNDO CONICO  COM 4 PES COM ALTURA PADRAO 500MM. PARA RESERVACAO DE AGUA POTAVEL. FABRICADA EM ACO CARBONO MINIMO DE 5MM, RESISTENTE AS ACOES EXTERNAS COMO SOL, CHUVA, ENTRE OUTROS. FABRICADAS DE ACORDO COM AS NORMAS ABNT. COM ESTRUTURA DE SUSTENTACAO E PERFIL ENRIJECIDO DUPLADO DE 200MM NA CHAPA DE 5MM COM SAPATA DE SUSTENTACAO NA ESPESSURA DE 16MM COM FURO PARA PARAFUSO CHUMBADOR. VOLUME 50.000 LITROS COM ESCADA INTERNA E EXTERNA.GUARDA CORPO NA ESCADA EXTERNA E GRADE DE SEGURANCA NO TETO. PINTURA DA SUPERFICIE INTERNA: REALIZADA COM APLICACAO DE FUNDO E ACABAMENTO EM EPOXI DE POLIAMIDA, ATOXICO E ANTI CORROSIVO DE ALTA IMPERMEABILIDADE NA COR AZUL PISCINA, COM CERTIFICADO DE POTABILIDADE, COM ESPESSURA FINAL DE 180 A 200 MICRONS. COM CERTIFICADO DE POTABILIDADE. PINTURA DA SUPERFICIE EXTERNA: REALIZADA COM APLICACAO DE FUNDO PRIMER EPOXI EACABAMENTO EM EPOXI PU ATOXICO E ANTI CORROSIVO DE ALTA IMPERMEABILIDADE NA COR",1
RESERVATORIO CAIXA D'AGUA TIPO TANQUE DE 5.000 LITROS TANQUE VERTICAL POLIETILENO 5000L   TAMPA DE 1/4 DE VOLTA COM TRAVAMENTO TOTAL   MATERIAIS DA ESTRUTURA EM POLIETILENO   RESERVATORIO TIPO CISTENA.,1
RESERVATORIO D AGUA RADIADOR - 2 POLOS 2019-2020 PLACA: QXG-2931 / QXG-2935,1
RESERVATORIO D AGUA RADIADOR),1
RESERVATORIO DA AGUA DO RADIADOR - 2,1
RESERVATORIO DE AGUA,1
RESERVATORIO DE AGUA DO RADIADOR TORO,1
RESERVATORIO DE AGUA FIAT UNO 12/13,1
"RESERVATORIO EM METAL COM CAPACIDADE DE 50.000 MIL LITROS DE AGUA, EM FORMATO CILINDRICO -",1
RESERVATORIOS AGUA  TOYOTA ETIOS,1
RESINA A BASE DE AGUA INCOLOR 3.6L -,1
"REVELADOR REVELADOR - COMPOSICAO: AGUA, DIETILENO GLICOL, HIDROQUINONA E CARBONATO DE POTASSIO. FORMA FISICA: LIQUIDO  INDICADO PARA O PROCESSAMENTO MANUAL DE FILMES RADIOGRAFICOS DENTAIS INTRA-ORAIS. EMBALAGEM C/ 500ML.",1
"RODO PARA AGUA COM CABO DE MADEIRA TAMANHO MEDIO, BORRACHA DUPLA - RODO PARA AGUA COM CABO DE MADEIRA TAMANHO MEDIO, BORRACHA DUPLA",1
"SABAO EM BARRA EMBALAGEM COM 5 BARRAS. COMPOSICAO: SABAO DE ACIDOS GRAXOS DE COCO/BABACU, SABAO DE ACIDOS GRAXOS DE SEBO, SABAO DE ACIDOS GRAXOS DE SOJA, LINEAR ALQUIL BENZENO SULFONATO DE SODIO, COADJUVANTE, GLICERINA, AGENTE ANTI-REDEPOSITANTE, FRAGRANCIA, PIGMENTOS E AGUA. EMBALAGEM CONSTANDO DADOS DE IDENTIFICACAO DO PRODUTO, DATA DE VALIDADE E REGISTRO NO MINISTERIO DA SAUDE. APRESENTACAO: PACOTE COM 5 BARRAS DE 200 GRAMAS.",1
"SABAO EM BARRA, COMPOSICAO: SABAO DE ACIDO GRAXO DE COCO-BABACU, SABAO DE GRAXOS DE SEBO, SABAO DE ACIDO DE SOJA, CLORETO DE SODIO, GLICERINA, SILICATO DE SODIO E AGUA",1
SABAO EM TABLETE COMPOSICAO:GLICERINA  SAIS INORGANICOS  COADJULVANTES  PIGMENTO E AGUA  200 GRAMAS  EMBALAGEM CONTENDO 05 UNIDADES E NOTIFICACAO DA ANVISA,1
"SABAO ENZIMATICO  ENZIMA PROTEASE, ENZIMA LIPASE, ENZIMA ALFA AMILASE, NONILFENOL ETOXILADO 9.5 EO, ALCOOL ISOPROPILICO, ESTABILIZANTES, CORANTE, ESSENCIA, CONSERVNTE E AGUA DEIONIZADA. -",1
"SABAO, EM PO (EMBALAGEM DE 1KG)., COMPOSICAO: ALQUIL BENZENO SULFONATO DE SODIO, ALQUIL DIMETIL HIDROXIETIL CLORETO DE AMONIO, TRIPOLIFOSFATO DE SODIO, SILICATO DE SODIO, CARBONATO DE SODIO, CARBOXIMETILCELULOSE DE SODIO, PIGMENTO AZUL, 4,4'BIS, (2  SULFOESTIRIL BINENICOL DISSODICO) ACIDO 4,4 DIAMINO ESTILBENO N2,2 DISSULFONICO, SULFATO DE SODIO, SILICONE, ENZIMAS, PERFUME E AGUA.",1
"SABONETE LIQUIDO 05L PARA LIMPEZA DAS MAOS, COM AS SEGUINTES PROPRIEDADES FISICO-QUIMICAS PH 100% : 5,5 - 6,0 APARENCIA E ODOR: LIQUIDO AZUL, BRANCO OU VERDE PEROLADO E PERFUMADO. DENSIDADE: 1,005 - 1,008 G/CM VISCOSIDADE: 1,000 - 1,5000 CPS (VISCOSIMETRO FUNGILAB VISCO BASIC SPINDLE 3/20 RPM. TEMPERATURA 20 A 25 . SOLUBILIDADE NA AGUA: 100% DILUICAO: PRONTO PARA USAR. SEM DILUIR. VOLATIL: FRAGRANCIA VOLATIL. APRESENTAR REGISTRO DO PRODUTO JUNTO AO MINISTERIO DA SAUDE/ANVISA E AUTORIZACAO DE FUNCIONAMENTO DA EMPRESA - AFE. NO CASO DO LICITANTE SER DISTRIBUIDOR, APRESENTAR AFE/ANVISA COMO DISTRIBUIDOR. APRESENTAR FICHA DE INFORMACAO DE SEGURANCA DE PRODUTO QUIMICO - FISPQ, DE ACORDO COM NBR 14725. CONTAR GALAO 5 LITROS.",1
"SABONETE LIQUIDO DE BOA QUALIDADE, DESTINADA A LIMPEZA SUAVE DAS MAOS E DO ROSTO, PH 100%: 5,5 ? 6,0. APARENCIA E ODOR: LIQUIDO AZUL PEROLADO E PERFUMADO, DENSIDADE: 1,005 ? 1,008 G/CM³, VISCOSIDADE: 1,000 - 1,5000 CPS (VISCOSIMETRO FUNGILAB VISCO BASIC SPINDLE 3/20 RPM. TEMPERATURA 20º A 25º. SOLUBILIDADE NA AGUA: 100%. SEM DILUIR, PRONTO PARA USAR. EMBALAGEM GALAO DE 5 LITROS,",1
SABONETECOMPOSICAO SAIS SODICOS DE ACIDO GRAXOS HIDROXIDO DE SODIO GLICERINA CLORETO DE SODIO FORMALDEIDO  DISLIRILBIFENIL DISSULFONATO DISSODICO EDETADO TETRASSODICO ETIDRONATO TETRASSODICO PROTEINA DE TRIGO GIDROLISADA FRAGRANCIA AGUA E CORANTES CI USO EXTERNO DERMATOLOGICAMENTE TESTADO PESO LIQUIDO 125G,1
"SACO PARA MUDAS 18X24CM SACOS PARA MUDA EM POLIETILENO DE BAIXA DENSIDADE COM FUROS PARA A DRENAGEM DA AGUA COM SANFONAS LATERAIS E SOLDA NO FUNDO  OS SAQUINHOS GARANTEM UMA GERMINACAO PERFEITAS DAS SEMENTES E PLANTAS MAIS FORTES E VIGOROSAS  PRODUTO MUITO RESISTENTE, PRATICO E PRONTO PRA SER USADO  MATERIAL: PLASTICO PRETO PROPRIO PARA MUDA  COR: PRETO",1
SACO PLASTICO ESTERIO DESCARTAVEL DE 120ML PARA COLETA DE AMOSTRA DE AGUA C/TIOSSULFATO. PACOTE/100,1
"SELADOR - APLICACAO: FUNDO PREPARADOR PARA PAREDE, COR: INCOLOR, ACABAMENTO: TRANSPARENTE, COMPOSICAO: EMULSAO ACRILICA MODIFICADA A BASE DE AGUA, UTILIZACAO: USO INTERNO E EXTERNO",1
SELADORA PARA MADEIRA A BASE DE AGUA 36 LITROSNBR 11702,1
SENSOR AGUA,1
SENSOR DE TEMPERATURA D AGUA - FIAT/DOBLO ELX 1.4 ANO 2016,1
SENSOR DE TEMPERATURA DE AGUA (CAMINHAO IVECO 170E22 - 6 CILINDRO) SENSOR DE TEMPERATURA DE AGUA (CAMINHAO IVECO 170E22 - 6 CILINDRO),1
SENSOR TEMPERATURA AGUA CAMINHAO BAU,1
SENSOR TEMPERATURA AGUA SPIN LTZ 1.8 2015/2016 PWI 0686,1
SER MED MANIP ACIDO ACETICO 3% + AGUA DESTILADA QSP 100 ML FR  COM 100ML,1
"SERRA PARA CORTAR PISO/ASFALTO, A GASOLINA 4T,  DIAM. DISCO/ DIAM. FURO(MM) 350/25,4MM , ROTACAO MAXIMA DO DISCO DE 3.600RPM,PROFUNDIDADE DE CORTE DE 0MM A 120MM, POTENCIA DO MOTOR DE 9HPA 15HP - 4 TEMPOS, TANQUE DE COMBUSTIVEL (L) 5.3 CAPACIDADE DO TANQUE DE AGUA (L) 15 PESO 93KG DIMENSOES DO EQUIPAMENTO(CXLXA) (MM) 1650X480X950",1
"SERV.TRANSP.ESC.DIURNO-ROTA 1-VEIC.12LUG.+MOT VEICULO DE 12 LUGARES INCLUINDO MOTORISTA - ROTA 1 - DIURNO -  SAIDA: DISTRITO MERCES DE AGUA LIMPA, POVOADO CAPAO DAS FLORES, FAZENDA DA FLORESTA, ALTO DO DONATO, FAZENDA DA PRATA, FAZENDA DO MARDEN, FAZ",1
SERVICO CAIXA D`AGUA DE POLIETILENO COM TAMPA 1000 L SETOP HID-DAG-015,1
"SERVICO DE CONTRATACAO DE 01 (UM) CAMINHAO PIPA COM CAPACIDADE MINIMA DE 8,0 MIL LITROS, PARA TRANSPORTAR E ABASTECER AGUA POTAVEL AS SEGUINTES LOCALIDADES: ASSENTAMENTO DIVIDIDA/TABULEIRINHO E GROTA DO ESCURO, DURANTE O PERIODO DE 12 (DOZE) MESES, ATENDENDO AS NECESSIDADES BASICAS DE APROXIMADAMENTE 100 FAMILIAS DESSAS COMUNIDADES RURAIS DESSE MUNICIPIO, QUE NAO DISPOE DE SISTEMA ADEQUADO DE ABASTECIMENTO DE AGUA, E NEM ESTAO PROXIMAS A NASCENTES OU RIACHOS",1
"SERVICO DE COQUETEL 1 - COMPOSTO POR:- SUCOS 2 SABORES, REFRIGERANTES, AGUA MINERAL, COQUETEL NAO ALCOOLICO, SALGADINHOS SORTIDOS, FRUTAS, FRIOS, PAES E PASTAS- SERVICO DE GARCOM E PREPARO DO AMBIENTE C/ ARRANJOS DE TOLHAS DE MESA, CADEIRAS E MATERIAL DE SERVICO E TRANSPORTE DE EQUIPAMENTO- OBSERVACAO: P/ CADA EVENTO A CONTRATADA DEVERA CONSIDERAR O NUMERO DE 100 PESSOAS, PODENDO SOMAR OS QUANTITATIVOS EM EVENTOS C/ MAIOR NUMERO DE PESSOAS PRESENTES.CADA EVENTO TEM A DURACAO MAXIMA DE 6 HORASO BUFFET DEVERA CALCULAR A QUANTIDADE DE CADA ALIMNENTACAO E BEBIDAS PELO NUMERO DE CONVIDADOS ESPECIFICADOS NOS TOPICOS DE CADA ITEMOS VASILAHAMES DEVEM SER DE LOUCA OU VIDRO, NAO PODENDO SER DESCARTAVEISOS TALAHERES DEVERAO SER EM INOX NAO PODENDO SER DESCARTAVEISDOS SERVICOS CONTRATADOS DE ALINENTACAO E BEBIBDAS, AS SOBRAS DEVERAO SER EMBALADAS E ENTREGUES AO ACONTRATANTEPARA CADA SERVICO SERA DEFINIDO O CARDAPIO, NAO SENDO NECESSARIAMENTE TUDO QUE ESTA DESCRITO.",1
"SERVICO DE CRONOMETRAGEM SERVICO DE CRONOMETRAGEM ELETRONICA A SER REALIZADO NOS EVENTOS DE CORRIDAS DE RUA, TRAIL RUNNING E CICLISMO, CONFORME DETALHADAMENTO DO SERVICO QUE SEGUE ABAIXO: 01 TAPETE OU SIMILAR (ANTENAS) DE 2,5 METROS, CARREGADORES E CABOS DE REDE. 200 UNIDADES DE NUMEROS DE PEITO E CHIP DESCARTAVEL (IDENTIFICADOR DE ATLETAS) PARA AS CORRIDAS DE RUA, 300 UNIDADES DE NUMEROS DE PEITO E CHIP DESCARTAVEL (IDENTIFICADORES DE ATLETAS) PARA TRAIL RUNNING E  200 UNIDADES DE NUMEROS DE PEITO E CHIP DESCARTAVEL (IDENTIFICADOR DE ATLETAS) PARA EVENTOS DE CICLISMO, EM ALTA RESOLUCAO EM POLICROMIA E CORES (MATERIAL SUPER RESISTENTE E A PROVA D'AGUA), COM OS ALFINETES OU COM ABRACADEIRAS (DEPENDENDO DO EVENTO), PICOTES DE GUARDA VOLUMES E OUTROS. UNIDADES DE CHIP DESCATAVEIS INCLUSOS DE ACORDO COM A QUANTIDADE E EVENTO MENCIONADO ACIMA (CORRIDA DE RUA, TRAIL RUNNING E CICLISMO), DE PRECISAO, COM CARACTERISTICA DE CARTAO E COM O OPERADOR DO EQUIPAMENTO INCLUSO. 01 RELOGIO DE DUAS FACE",1
"SERVICO DE DESINFECCAO QUIMICA E LIMPEZA GERAL DE CAIXA D'AGUA E RESERVATORIO D'AGUA NO CEM  JOSE INACIO , RODOVIA DE LIGACAO - MG 480, KM 20 - CONTENDA. QUANTITATIVO DA UNIDADE: - 1 CAIXAS D'AGUA DE FIBRA, ELEVADAS, DE 1.000 L - 1 RESERVATORIO DE FIBRA, INFERIOR, DE 5.500 L - 2 CAIXAS D'AGUA DE AMIANTO, ELEVADAS, DE 1.000 L E DE 500 L UNIDADE SITUADA NA ZONA RURAL, A UMA DISTANCIA DE 30 KM DA SEDE DA SECRETARIA DE EDUCACAO. A CADA EXECUCAO DEVERAO SER EMITIDOS OS LAUDOS TECNICOS ELABORADOS PORPROFISSIONAL DEVIDAMENTE REGISTRADO NO CONSELHO REGIONAL DE QUIMICA E NO MINISTERIO DA SAUDE, CONFORME EXIGENCIA DA PORTARIA RDC N 216/14 DA VIGILANCIA SANITARIA - 1 CAIXA D'AGUA DE AMIANTO, ELEVADA, DE 500 L",1
"SERVICO DE DESINFECCAO QUIMICA E LIMPEZA GERAL DE CAIXA D'AGUA E RESERVATORIO D'AGUA NO CEM  ROSA MAMERIA RADE , RODOVIA MG 223, KM 12 - POV. ALTO SAO JOAO. - 2 CAIXA D'AGUA DE FIBRA, ELEVADAS, DE 1.000 L E DE 3.000 L UNIDADE SITUADA NA ZONA RURAL, AUMA DISTANCIA DE 15 KM DA SEDE DA SECRETARIA DE EDUCACAO. A CADA EXECUCAO DEVERAO SER EMITIDOS OS LAUDOS TECNICOS ELABORADOS POR PROFISSIONAL DEVIDAMENTE REGISTRADO NO CONSELHO REGIONAL DE QUIMICA E NO MINISTERIO DA SAUDE, CONFORME EXIGENCIA DA PORTARIA RDC N 216/14 DA VIGILANCIA SANITARIA",1
SERVICO DE INSTALACAO DO CONDICIONADO AR SPLIT DE 60000 BTUS INCLUINDO TUBULACOES DE 1 A 4 METROS DE TUBOS SUPORTE PARA FIXACAO TUBO ESPONJOSO FITA PVC GAS E INSTALACAO NO DRENO DE SAIDA DE AGUA,1
SERVICO DE LIMPEZA DE CAIXA D AGUA DE 250 LITROS COM O FORNECIMENTO DE MAO DE OBRA TODOS OS INSUMOS EQUIPAMENTOS E FERRAMENTAS NECESSARIAS DENTRO DO TELHADO,1
"SERVICO DE LOCACAO E MONTAGEM  DE TENDAS 3 X 3 PIRAMIDAL SANFONADA NAS DIMENSOES 3X3 M, COM ALTURA MINIMA DE 2,50 M, COBERTURA EM POLIESTER, RETA, COM SAIDAS DE AR, SISTEMA DE ESCOAMENTO DE AGUA NAS LATERAIS, ESTRUTURA E PES EM ALUMINIO E/OU ACO CARBONO. COR: BRANCA. NECESSARIA A ART. DURACAO: 3 DIAS DE EVENTO.",1
SERVICO DE MUNCK PRESTADO PARA RETIRAR CAIXA D AGUA,1
SERVICO DE RECUPERACAO DO SISTEMA DE BOMBEAMENTO E TUBULACAO DE AGUA / CAMINHAO MB L1111.,1
SERVICO DE SOLDA EM REGISTRO DE AGUA,1
"SERVICOS COMUNS DE ENCANADOR OU BOMBEIRO HIDR SERVICOS COMUNS DE ENCANADOR OU BOMBEIRO HIDRAULICO TAIS COMO VERIFICAR INSTALACOES HIDRAULICAS, EFETUAR MANUTENCAO DE SISTEMAS USADOS PARA AGUA POTAVEL, ESGOTO E DRENAGEM EM SISTEMAS DE ENCANAMENTO",1
SERVICOS DE LIMPEZA DE CAIXAS D'AGUA NAS ESCOLAS,1
"SOLUCAO REVELADORA PRONTA PARA USO - FRASCO COM 475 ML FRASCO COM EXATAMENTE 500 ML, E NAO 475 ML. VISUALIZACAO DA IMAGEM EM 30 SEGUNDOS COM REVELADOR  RAPIDO NA REVELACAO, USO SIMPLES E RAPIDO. FIXAR IMAGENS EM RADIOGRAFIAS ODONTOLOGICAS, INDICADO AO PROCESSAMENTO MANUAL DE FILMES DENTAIS INTRA-ORAIS. COMPOSICAO: AGUA, DIETILENO GLICOL, HIDROQUINONA E CARBONATO DE POTASSIO. LIQUIDO E COR VERMELHA.",1
"SUCO CONCENTRADO - ABACAXI - PET 500ML INGR.: SUCO CONC DE ABACAXI, AGUA POTAVEL, AROMAT IDENTICO AO NATURAL DE ABACAXI, ACID. ACIDO CITRICO, CONSERV BENZOATO DE SODIO E METABISSULFITO DE SODIO, ESTABILIZANTES GOMA GELANA E CITRATO DE SODIO, S/ GLUTEN",1
"SUCO CONCENTRADO DE MARACUJA, 1L, POLPA E SUCO CONCENTRADO DE MARACUJA, AGUA POTAVEL, CONSERVANTES: BENZOATO DE SODIO E METABISSULFITO DE SODIO E CORANTE CAROTENO: BETA CAROTENO SINTETICO. SEM ADICAO DE ACUCAR. NAO CONTEM GLUTEN.",1
"SUCO DA POLPA DE CAJU, SEM ACUCAR, DILUIDO EM AGUA, ACONDICIONADO EM GARRAFA, CONTENDO 500 ML, RENDIMENTO MINIMO DE 05 LITROS. - SRP - 48/2014-58861",1
"SUCO DE CAIXA MANGA PRODUTO OBTIDO A PARTIR DE AGUA, ACUCAR,  SUCO CONCENTRADO DE FRUTA, AROMA NATURAL, ACIDULANTE ACIDO CITRICO E CONSERVADOR DIOXIDO DE ENXOFRE. PRAZO DA VALIDADE NA EMBALAGEM. CADA EMBALAGEM CONTENDO 1 LITRO. SABOR MANGA.",1
"SUCO DE FRUTA LIQUIDO, TIPO NECTAR, SABOR DE UVA, COMPOSTO DE AGUA, SUCO CONCENTRADO DE UVA, ACUCAR, AROMA NATURAL, ACIDULANTE ACIDO CITRICO E ESPESSANTE GOMA XANTANA, COM AS SEGUINTES INFORMACOES NUTRICIONAIS POR PORCAO DE 200ML: VALOR ENERGETICO 120KCAL (503KJ), CARBOIDRATOS 29 GRAMAS, SODIO 7,6 MILIGRAMAS. SEM ADICAO DE CONSERVADORES, SEM GLUTEN, COM FORNECIMENTO EM EMBALAGEM TIPO CAIXA MULTILAMINADA CARTONADA IMPRESSA DE 1 LITRO. VALIDADE MAXIMA: 01",1
"SUCO DE FRUTA, SABOR CAJU, DE PRIMEIRA QUALIDADE, CONCENTADO, NAO ALCOOLICO, NAO FERMENTADO, SABOR CAJU, INGREDIENTES AGUA, POTAVEL, CONCENTRADO DE CAJU, AROMATIZANTES - AROMA IDENTICO AO NATURAL DE CAJU, ACONDICIONADO EM RECIPIENTES APROPRIADOS ORIGINAL DE FABRICA COM APROXIMADAMENTE  500 ML, COM INFORMACOES DO FABRICANTE E DATA DE VENCIMENTO ESTAMAPADO NA EMBALAGEM. EMBALAGEM C/:  DE 500 ML CADA",1
"SUCO DE MANGA. CONCENTRADO LIQUIDO PARA REFRESCO DE FRUTA SABOR MANGA. RENDIMENTO MINIMO DE 4 LITROS  1 PARTE DE SUCO PARA 3 PARTES DE AGUA .  - INGREDIENTES: AGUA, POLPA DE MANGA, SUCO CONCENTRADO DE MANGA, SUCO DE MACA CLARIFICADO, ACIDULANTE ACIDO",1
SUCO DE MARACUJA CONCENTRADO DE MARACUJA  CONTENDO AGUA  SUCO DE MARACUJA INTEGRAL  SUCO DE MARACUJA CONCENTRADO  CONSERVANTES: METABISSULFITO E BENZOATO DE SODIO  ACIDULANTE: ACIDO CITRICO  ESTABILIZANTE: PECTINA E GOMA XANTANA  CORANTE NATURAL CARMIM DE COCHONILHA  EMBALAGEM DE 500ML,1
"SUCO DE TANGERINA INTEGRAL PASTEURIZADO: ALIMENTO NATURAL LIQUIDO, INTEGRAL, PASTEURIZADO, SEM ADICAO DE CONSERVANTES, AGUA OU ACUCAR, OBTIDO PELO BENEFICIAMENTO DE TANGERINAS SADIAS. O PRODUTO DEVERA CONTER REGISTRO NO MAPA CUMPRINDO LEGISLACAO VIGE",1
"SUCO EM CAIXINHA DE 200 ML COM CANUDO. INGREDIENTES: AGUA, SUCO CONCENTRADO DE PESSEGO, ACUCAR, AROMA NATURAL, ACIDULANTE, ACIDO CITRICO E ESPESSANTE, GOMA XANTANA. NAO CONTEM GLUTEN. QUALIDADE SIMILAR A MARCA DELL VALLE. VALIDADE MINIMA DE 6 MESES A PARTIR DA DATA DE ENTREGA.",1
SUCO EM PO ABACAXI SACHE 25 G ADOCADO 1 LT SUCO EM PO ABACAXI SACHE 25 G ADOCADO 1 LT E TENHA ESPECIFICADO EM SUA EMBALAGEM BATER COM AGUA OU LEITE,1
"SUCO EM PO SABORES VARIADOS. CONTENDO ACIDO ASCORBICO C/ DILUICAO DE 9L DE AGUA POR 1 KG DE PO ACONDICIONADO EM EMBALAGEM INTEGRA, ATOXICA, RESISTENTE, VEDADA HERMETICAMENTE E LIMPA. VALIDADE MINIMA DE 06 MESES.",1
"SUCO INTEGRAL DE MARACUJA,AGUA,SUCO CONCENTRADO DE MARACUJA",1
"SULFADIAZINA DE PRATA 10MG/G CREME DERMATOLOGICO CADA GRAMA DO CREME DERMATOLOGICO CONTEM: SULFADIAZINA DE PRATA.................................. 10 MG VEICULO Q.S.P.............................................. 1 G. (ALCOOL CETOESTEARILICO, CETOMACROGOL 1000, PETROLATO LIQUIDO, PETROLATO AMARELO, ALCOOL DE LANOLINA, PROPILENOGLICOL, METILPARABENO, PROPILPARABENO, EDETATO DISSODICO, BUTILIDROXITOLUENO E AGUA PURIFICADA).",1
SUPORTE P/ COPO DE AGUA P/ 100,1
SUPORTE P/ GALAO DE AGUA MINERAL GALAO COM CAPACIDADE PARA 20 LITROS.,1
T 25 MM AGUA,1
T DE 90º COLA 1  ?  MARROM AGUA FRIA,1
"TACAS PARA  AGUA MATERIAL  VIDRO,  TRANSPARENTE,410 ML",1
"TALA ARAMADA PARA IMOBILIZACAO TAMANHO:GG TAL TALA ARAMADA PARA IMOBILIZACAO TAMANHO:GG TALA ARAMADA PARA IMOBILIZACAO CONFECCIONDA EM EVA (4MM)- COLORIDA PARA IDENTIFICAR SEU TAMANHO, NAS CORES PADRAO PARA RESGATE-PODE SER USADA COM FITA CREPE, BANDAGEM OU GAZE, PARA IMOBILIZACAO COMPLETA- E USADA PARA IMOBILIZACAO PROVISORIA NO RESGATE E TRANSPORTE DE ACIDENTADOS- NAO REQUER AGUA QUENTE OU VAPOR PARA SUA APLICACAO-PODE SER LAVADA E REUTILIZADATAMANHO: GG: (1,02X11CM) VERDE",1
TALAO DE COBRANCA DE AGUA CONTENDO 7 SETE PAGINAS INTERNAS CAPA E CONTRA CAPA COLORIDAS-4769,1
TAMPA DO RESERVATORIO DE AGUA ONIBUS VW 15190,1
TAMPA REESERV AGUA RAD HLF8299,1
TAMPA RESERVATORIO D'AGUA 1,1
TAMPA RESEVATORIO AGUA PALIO FIRE ECONOMY ANO 2011-2012 (1.0)/ ANO 2016 (1.0)/ ANO 2014/ ANO 2015-2016,1
"TAMPA USO VEICULAR, RADIADOR DE AGUA 82086 LOTE 01",1
TAMPAO MARROM PARA AGUA DE 110,1
TAMPAO PVC PRA SOLDA BUJAO 40 MM AGUA FRIA,1
