ID,dsc_item,melhor_classif,match_score
907,tinta acracetagua marinha 18, tinta demarcacao sinalizaca,54
908,tinta acrilica 120 g vermelho  soluvel em agua atoxica tinta acrilica 120 g vermelho  soluvel em agua atox, servicos de leasing ou aluguel de maquinaria e equipamentos de artesanat,44
909,tinta acrilica fosca  cor l 110  linha fachada lata 18 litros  composicao agua resina 100  acrilica elastomerica em dispersao aquosa aditivos pigmentos isentos de metais pesados cargas minerais espessantes tensoativos fungicida e bactericida a base de isotiazolinonas voc  compostos organicos volateis  valor obtido atraves da norma europeia din en 118901 = 0  01 gl voc  compostos organicos volateis  valor obtido atraves da norma internacional astm d 396005 = 0  01 gl solidosmassa  valor obtido atraves da norma abnt nbr 153152005 = 48  59   solidosvolume = 34  45   densidade = 123  136 gcm3 ph  astm e70  metodo de teste padrao para ph de solucoes aquosas com o eletrodo de vidro = 80  110 atender a abnt nbr 117022010 embalagem rendimento m2demao = lata 18 l ate 275 m2, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,22
910,tinta acrilica p tecido nao toxica  soluvel em agua 250 ml, fita metalica para encintamento de embal,53
911,tinta acrilica vermelha    tinta  acrilica  vermelha  37ml atoxica     soluvel     em     agua secagem rap, servicos relacionados com a producao de filmes cinematograficos de televisao e programas de radi,42
912,tinta acrilica vermelha    tinta  acrilica  vermelha  37ml atoxica     soluvel     em     agua secagem rapida  , servicos relacionados com a producao de filmes cinematograficos de televisao e programas de radi,42
913,tinta base de agua 18 litros 141031004882017, tinta base agu,47
914,tinta de sinalizacao horizontal a base de resina acrilica otima resistencia a abrasao impermeabilidade a oleos minerais oleo diesel lubrificante gasolina e agua boa cobertura facilidade de aplicacao e secagem rapida otima aderencia em varios tipos de pavimentos obedecer a norma nbr 11862 rendimento estimado 16 m21 padrao der baldes 18 litros cor vermelh, servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat,36
915,tinta dimensional nao toxica soluvel em agua tinta dimensional nao toxica soluvel em agua secagem rapida pronta para uso cores misciveis entre si composicao resina de pva agua aditivos carga inerte e pigmentos pote com trinta e sete mililitros  125 fl oz, servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o,39
916,tinta esmalte base agua premium acetinado , tinta base  prim,54
917,tinta esmalte premium a base de agua primeira linha para madeira e metal cores variadas aplicacao interior e exterior sem cheiro rendimento medio entre 50 e 80m  por galao fornecido em galao de 36 litros com validade minima de 12 meses  , servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o,40
918,tinta guache  composicao resina viniculaaguapigmentocargas e conservante  cor rosa  aplicacao pintura a pincel em papelcartao e cartolina frasco c250 ml, servicos gerais de construcao de instalacoes ao ar livre    para desportos e laz,44
919,tinta guache amarelo 500ml composicao resina agua pigmentos carga e conserv, peca  acessorio  componente para mop agua  p,47
920,tinta guache atoxica soluvel em agua cores variadas pote 250 ml, artes marciais  artigos  acessorios  prote,45
921,tinta guache colorida atoxica lavavel soluvel em agua composicao polimero vinilico carga mineral tensoativos conservantes e pigmento caixa com 06 unidades de 15 ml cada um, servicos relacionados com a producao de filmes cinematograficos de televisao e programas de radi,43
922,tinta guache vermelho 500ml composicao resina agua pigmentos carga e conserv, peca  acessorio  componente para mop agua  p,46
923,tinta guache composicao resina viniculaaguapigmentocargas e conservantes  aplicacao pintura a pincel em papelcartao e cartolina frasco c250ml   cores vari, servicos gerais de construcao de instalacoes ao ar livre    para desportos e laz,43
924,tinta guache composicao resina viniculaaguapigmentocargas e conservantes cores variadas aplicacao pintura a pincel em papelcartao e cartolina frasco c250ml, servicos gerais de construcao de instalacoes ao ar livre    para desportos e laz,44
925,tinta latex a base  agua para uso em interiores e exteriores tinta latex a base  agua para uso em interiores e exteriores  linha premium  aprovado pelas normas da abrafati  e pela a abnt com iso 9001   lata de 18 litros  com rendimento por lata entre 250m2 e 380m2 por demao em superficie de massa corrida eou 200m2 e 380m2 por demao em superficie de reboco  com disponibilidade para todo tipo de cor  sugestao suvinil ou cor, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,31
926,tinta latex a base d'agua para uso em interiores e exteriores  lata de 18 litr, gasolina a base de petroleo de veiculo de combat,47
927,tinta latex acrilica lavavel premium acabamen tinta latex acrilica lavavel premium acabamento fosco suave cores variadas  18 litrosespecificacao tinta latex tipo acrilica lavavel desempenho premium com alta cobertura e resistencia e baixo respingamento a base de resina de copolimero estireno acrilico polimeros vinilicos pigmentos ativos cargas inertes coalescente espessastes tensoativos bactericidas e fungicidas aditivos e agua solvente a base de agua sem cheiro apos secar poder cobertura seca min de 6m2l e cobertura de tinta umida mn de 90% voc de 10 a 25 gl isenta de metais pesados solidos em volume 3043% acabamento fosco suave rendimento aproximado de 60m2l na para superficies externas e internas de reboco massa acrilica textura em concreto fibrocimento e internas de massa corrida e gesso devidamente preparado validade minima de 12 meses apos o receb, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,21
928,tinta p carimbo preta componentes agua pigmentos aspectos fisicos liquido aplicacao almofada 40ml, caixas recipientes e embalagens  especiais  para  armamentonuclear e munica,47
929,tinta para almofada de carimbo tubo c 40ml na cor preta pode ser usado em todos os tipos de almofada composicao quimica especial tinta a base de agu, servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr,46
930,tinta para carimbo para todos os tipos de almofadas composicao quimica especial tinta a base de agua conteudo 42ml cor vermelho , servicos do comercio por atacado prestado por comissao ou   por contratode bens de consumo divers,46
931,tinta para esponja de carimbo  cor azul composicao agua e glicol, arames de ferro e de aco nao utilizaveis em eletric,50
932,tinta para tecido cor verde 250 ml tintas a base de resina acrilica nao toxicas e soluveis em agua prontas para uso sao resistentes a lavagens e todas as cores sao misciveis entre si sua aplicacao pode ser feita com pincel ou esponja e tem fixacao a frio sao tintas desenvolvidas para tecidos de fibras naturais de algodao nao devendo ser utilizadas sobre tecidos sinteticos ou engomados pote contendo 250ml de tinta na cor verde igual ou superior a acrilex, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,31
933,tinta para tecido cor verde folha a base de resina acrilica nao toxicas e soluveis em agua prontas para uso resistente a lavagens fixacao a frio 250 ml, servicos de promocao e apresentacao relacionados as artes cenicas e outros espetaculos ao v,44
934,tinta para tecido lilas  tinta para tecido lilas tinta para tecido fosca 37ml a base de resina acrilica soluvel em agua ideal para aplicacao a pincel esponja ou carimbo em tecidos de algodao sem goma nao sinteticos e resistente a lavagens cores misciveis entre si nao tox, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,39
935,tinta para tecido na cor preta a base de resina acrilica soluvel em agua frascos de 37 ml, barra de aco carbono  para  construcao  mecanica acima de 50m,46
936,tinta plastica composto de resina de pva agua aditivos carga conservante tipo benzotiazol e pigmentos pra aplicacao em papel cartolina gesso ceramica etc na cor azul frascos de 37ml c, servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat,45
937,tinta pva para artesanato 250ml verde vivo a base de latex pva de secagem rapida acabamento fosco soluvel em agua e nao toxica dimensoes do produto ?205 x 7 x 95 cm  295 g volume 250 ml cor verde v, servicos de arrendamento ou leasing relativos a bens reais  proprios ou arrend,38
938,torneira boia cxa d'agua 34, areia  filtracao de agu,55
939,torneira boia para caixa d'agua 12, forro para caix,56
940,torneira para tanque 14 de volta metal e destinada para aplicacao em tanques e tambem em areas externas de jardim ou quintal o produto e fabricado todo em metal tanto o corpo da torneira como a alavanca de abertura o sistema de fechamento e 14 de volta isso significa que voce ira abrir e fechar a torneira com movimento rapido e facil essa torneira acompanha um bico para encaixe de uma mangueira a instalacao e simples sera necessario passar um fita veda rosca  sempre no sentido horario na rosca da torneira e apos rosquear na sua saida de agua a torneira possui bitola de 12   mas acompanha adaptador para 34   o produto e fabricado no brasil e fornecemos assistencia tecnica e todas as pecas de reposicao material latao cromado de alta resistenciaacionamento 14 de voltabitola  12  mas acompanha adaptador 34 fixacao pared, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,21
941,torneira plastica de boia convencional para caixa de agua 1  com haste metalica e com balao plastico padrao popul, servico do comercio por atacadoexceto os prestados por comissao ou por contrat,46
942,trocar cebolao   kombi agu, cebola in nat,55
943,tubo agua 60mm 6mt, agua ton,52
944,tubo agua sold 20mmx6 metr, agua miner,49
945,tubo cavalete d`agua e68889 pa w20d, tablete de aquecer al,46
946,tubo d'agua sien, agua sanit,59
947,tubo de polietileno de 1 12  ponta azul tubo de polietileno de 1 12   ponta azul diametro externo minimo de 518mm diametro interno de 39mm espessura minima da parede de 64mm utilizado para passagem de agua rolo de 100 metr, licenciamento  de direitos  permanentes  sobre  programas decomputador e locacao de softw,38
948,tubo de pvc branco para agua fria 12, extensor de braco para ginas,62
949,tubo de pvc para agua fria de 25mm inclusive conexo, tubo de classificacao de correspondenc,49
950,tubo de pvc para agua fria dn 20de 25 mm soldavel fabricado de acordo com nbr 5648classe 15  6 metr, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,46
